DDI-MedLine.d106.s9|DDI-MedLine.d106.s9.e1|DDI-MedLine.d106.s9.e2|effect
DDI-DrugBank.d448.s4|DDI-DrugBank.d448.s4.e0|DDI-DrugBank.d448.s4.e1|effect
DDI-DrugBank.d304.s0|DDI-DrugBank.d304.s0.e2|DDI-DrugBank.d304.s0.e3|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e1|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e2|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e3|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e4|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e5|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e6|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e7|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e8|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e9|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e10|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e11|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e12|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e13|effect
DDI-DrugBank.d537.s0|DDI-DrugBank.d537.s0.e0|DDI-DrugBank.d537.s0.e14|effect
DDI-DrugBank.d477.s2|DDI-DrugBank.d477.s2.e0|DDI-DrugBank.d477.s2.e1|effect
DDI-DrugBank.d477.s3|DDI-DrugBank.d477.s3.e0|DDI-DrugBank.d477.s3.e1|effect
DDI-DrugBank.d208.s0|DDI-DrugBank.d208.s0.e0|DDI-DrugBank.d208.s0.e1|effect
DDI-DrugBank.d208.s0|DDI-DrugBank.d208.s0.e0|DDI-DrugBank.d208.s0.e2|effect
DDI-DrugBank.d208.s0|DDI-DrugBank.d208.s0.e0|DDI-DrugBank.d208.s0.e3|effect
DDI-DrugBank.d208.s0|DDI-DrugBank.d208.s0.e0|DDI-DrugBank.d208.s0.e4|effect
DDI-DrugBank.d208.s0|DDI-DrugBank.d208.s0.e0|DDI-DrugBank.d208.s0.e5|effect
DDI-DrugBank.d208.s0|DDI-DrugBank.d208.s0.e0|DDI-DrugBank.d208.s0.e6|effect
DDI-DrugBank.d208.s0|DDI-DrugBank.d208.s0.e0|DDI-DrugBank.d208.s0.e7|effect
DDI-DrugBank.d208.s0|DDI-DrugBank.d208.s0.e0|DDI-DrugBank.d208.s0.e8|effect
DDI-DrugBank.d137.s1|DDI-DrugBank.d137.s1.e0|DDI-DrugBank.d137.s1.e1|effect
DDI-DrugBank.d291.s3|DDI-DrugBank.d291.s3.e1|DDI-DrugBank.d291.s3.e2|effect
DDI-DrugBank.d272.s0|DDI-DrugBank.d272.s0.e1|DDI-DrugBank.d272.s0.e2|effect
DDI-DrugBank.d272.s1|DDI-DrugBank.d272.s1.e0|DDI-DrugBank.d272.s1.e1|effect
DDI-DrugBank.d272.s1|DDI-DrugBank.d272.s1.e0|DDI-DrugBank.d272.s1.e2|effect
DDI-DrugBank.d192.s0|DDI-DrugBank.d192.s0.e7|DDI-DrugBank.d192.s0.e8|effect
DDI-DrugBank.d342.s0|DDI-DrugBank.d342.s0.e6|DDI-DrugBank.d342.s0.e7|effect
DDI-DrugBank.d331.s9|DDI-DrugBank.d331.s9.e1|DDI-DrugBank.d331.s9.e2|effect
DDI-DrugBank.d463.s8|DDI-DrugBank.d463.s8.e0|DDI-DrugBank.d463.s8.e1|effect
DDI-DrugBank.d72.s4|DDI-DrugBank.d72.s4.e2|DDI-DrugBank.d72.s4.e3|effect
DDI-DrugBank.d72.s4|DDI-DrugBank.d72.s4.e2|DDI-DrugBank.d72.s4.e4|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e4|DDI-DrugBank.d184.s0.e5|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e4|DDI-DrugBank.d184.s0.e6|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e4|DDI-DrugBank.d184.s0.e7|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e4|DDI-DrugBank.d184.s0.e8|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e4|DDI-DrugBank.d184.s0.e9|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e4|DDI-DrugBank.d184.s0.e10|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e4|DDI-DrugBank.d184.s0.e11|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e4|DDI-DrugBank.d184.s0.e12|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e4|DDI-DrugBank.d184.s0.e13|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e6|DDI-DrugBank.d184.s0.e7|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e6|DDI-DrugBank.d184.s0.e8|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e6|DDI-DrugBank.d184.s0.e9|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e6|DDI-DrugBank.d184.s0.e10|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e6|DDI-DrugBank.d184.s0.e11|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e6|DDI-DrugBank.d184.s0.e12|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e6|DDI-DrugBank.d184.s0.e13|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e9|DDI-DrugBank.d184.s0.e10|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e9|DDI-DrugBank.d184.s0.e11|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e9|DDI-DrugBank.d184.s0.e12|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e9|DDI-DrugBank.d184.s0.e13|effect
DDI-DrugBank.d184.s0|DDI-DrugBank.d184.s0.e12|DDI-DrugBank.d184.s0.e13|effect
DDI-DrugBank.d559.s1|DDI-DrugBank.d559.s1.e2|DDI-DrugBank.d559.s1.e3|effect
DDI-DrugBank.d559.s1|DDI-DrugBank.d559.s1.e2|DDI-DrugBank.d559.s1.e4|effect
DDI-DrugBank.d559.s1|DDI-DrugBank.d559.s1.e2|DDI-DrugBank.d559.s1.e5|effect
DDI-DrugBank.d559.s1|DDI-DrugBank.d559.s1.e2|DDI-DrugBank.d559.s1.e6|effect
DDI-DrugBank.d559.s1|DDI-DrugBank.d559.s1.e2|DDI-DrugBank.d559.s1.e7|effect
DDI-DrugBank.d559.s1|DDI-DrugBank.d559.s1.e2|DDI-DrugBank.d559.s1.e8|effect
DDI-DrugBank.d559.s1|DDI-DrugBank.d559.s1.e2|DDI-DrugBank.d559.s1.e9|effect
DDI-DrugBank.d246.s7|DDI-DrugBank.d246.s7.e0|DDI-DrugBank.d246.s7.e1|effect
DDI-DrugBank.d98.s8|DDI-DrugBank.d98.s8.e1|DDI-DrugBank.d98.s8.e2|effect
DDI-DrugBank.d384.s8|DDI-DrugBank.d384.s8.e1|DDI-DrugBank.d384.s8.e2|effect
DDI-DrugBank.d175.s16|DDI-DrugBank.d175.s16.e0|DDI-DrugBank.d175.s16.e1|effect
DDI-DrugBank.d94.s15|DDI-DrugBank.d94.s15.e1|DDI-DrugBank.d94.s15.e2|effect
DDI-DrugBank.d47.s2|DDI-DrugBank.d47.s2.e4|DDI-DrugBank.d47.s2.e5|effect
DDI-DrugBank.d47.s7|DDI-DrugBank.d47.s7.e0|DDI-DrugBank.d47.s7.e1|effect
DDI-DrugBank.d47.s7|DDI-DrugBank.d47.s7.e0|DDI-DrugBank.d47.s7.e2|effect
DDI-DrugBank.d389.s0|DDI-DrugBank.d389.s0.e0|DDI-DrugBank.d389.s0.e1|effect
DDI-DrugBank.d389.s0|DDI-DrugBank.d389.s0.e0|DDI-DrugBank.d389.s0.e2|effect
DDI-DrugBank.d389.s0|DDI-DrugBank.d389.s0.e0|DDI-DrugBank.d389.s0.e3|effect
DDI-DrugBank.d389.s0|DDI-DrugBank.d389.s0.e0|DDI-DrugBank.d389.s0.e4|effect
DDI-DrugBank.d389.s2|DDI-DrugBank.d389.s2.e0|DDI-DrugBank.d389.s2.e1|effect
DDI-DrugBank.d389.s2|DDI-DrugBank.d389.s2.e0|DDI-DrugBank.d389.s2.e2|effect
DDI-DrugBank.d389.s2|DDI-DrugBank.d389.s2.e0|DDI-DrugBank.d389.s2.e3|effect
DDI-DrugBank.d389.s2|DDI-DrugBank.d389.s2.e0|DDI-DrugBank.d389.s2.e4|effect
DDI-DrugBank.d23.s0|DDI-DrugBank.d23.s0.e0|DDI-DrugBank.d23.s0.e1|effect
DDI-DrugBank.d350.s12|DDI-DrugBank.d350.s12.e5|DDI-DrugBank.d350.s12.e6|effect
DDI-DrugBank.d281.s0|DDI-DrugBank.d281.s0.e0|DDI-DrugBank.d281.s0.e1|effect
DDI-DrugBank.d281.s0|DDI-DrugBank.d281.s0.e0|DDI-DrugBank.d281.s0.e2|effect
DDI-DrugBank.d503.s0|DDI-DrugBank.d503.s0.e0|DDI-DrugBank.d503.s0.e1|effect
DDI-DrugBank.d265.s0|DDI-DrugBank.d265.s0.e0|DDI-DrugBank.d265.s0.e1|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e2|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e3|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e4|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e5|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e6|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e7|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e8|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e9|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e10|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e11|effect
DDI-DrugBank.d566.s0|DDI-DrugBank.d566.s0.e1|DDI-DrugBank.d566.s0.e12|effect
DDI-DrugBank.d566.s2|DDI-DrugBank.d566.s2.e1|DDI-DrugBank.d566.s2.e2|effect
DDI-DrugBank.d566.s2|DDI-DrugBank.d566.s2.e1|DDI-DrugBank.d566.s2.e3|effect
DDI-DrugBank.d566.s2|DDI-DrugBank.d566.s2.e1|DDI-DrugBank.d566.s2.e4|effect
DDI-DrugBank.d566.s2|DDI-DrugBank.d566.s2.e1|DDI-DrugBank.d566.s2.e5|effect
DDI-DrugBank.d566.s2|DDI-DrugBank.d566.s2.e1|DDI-DrugBank.d566.s2.e6|effect
DDI-DrugBank.d566.s3|DDI-DrugBank.d566.s3.e2|DDI-DrugBank.d566.s3.e3|effect
DDI-DrugBank.d566.s5|DDI-DrugBank.d566.s5.e1|DDI-DrugBank.d566.s5.e2|effect
DDI-DrugBank.d566.s5|DDI-DrugBank.d566.s5.e1|DDI-DrugBank.d566.s5.e3|effect
DDI-DrugBank.d512.s7|DDI-DrugBank.d512.s7.e0|DDI-DrugBank.d512.s7.e1|effect
DDI-DrugBank.d512.s7|DDI-DrugBank.d512.s7.e0|DDI-DrugBank.d512.s7.e2|effect
DDI-DrugBank.d512.s7|DDI-DrugBank.d512.s7.e0|DDI-DrugBank.d512.s7.e3|effect
DDI-DrugBank.d145.s0|DDI-DrugBank.d145.s0.e0|DDI-DrugBank.d145.s0.e1|effect
DDI-DrugBank.d419.s5|DDI-DrugBank.d419.s5.e1|DDI-DrugBank.d419.s5.e2|effect
DDI-DrugBank.d399.s0|DDI-DrugBank.d399.s0.e0|DDI-DrugBank.d399.s0.e1|effect
DDI-DrugBank.d238.s18|DDI-DrugBank.d238.s18.e1|DDI-DrugBank.d238.s18.e2|effect
DDI-DrugBank.d335.s3|DDI-DrugBank.d335.s3.e0|DDI-DrugBank.d335.s3.e1|effect
DDI-DrugBank.d335.s3|DDI-DrugBank.d335.s3.e0|DDI-DrugBank.d335.s3.e2|effect
DDI-DrugBank.d335.s3|DDI-DrugBank.d335.s3.e0|DDI-DrugBank.d335.s3.e3|effect
DDI-DrugBank.d335.s3|DDI-DrugBank.d335.s3.e0|DDI-DrugBank.d335.s3.e4|effect
DDI-DrugBank.d335.s3|DDI-DrugBank.d335.s3.e0|DDI-DrugBank.d335.s3.e5|effect
DDI-DrugBank.d25.s0|DDI-DrugBank.d25.s0.e0|DDI-DrugBank.d25.s0.e1|effect
DDI-DrugBank.d150.s0|DDI-DrugBank.d150.s0.e0|DDI-DrugBank.d150.s0.e1|effect
DDI-DrugBank.d150.s1|DDI-DrugBank.d150.s1.e0|DDI-DrugBank.d150.s1.e1|effect
DDI-DrugBank.d150.s1|DDI-DrugBank.d150.s1.e0|DDI-DrugBank.d150.s1.e2|effect
DDI-DrugBank.d150.s1|DDI-DrugBank.d150.s1.e0|DDI-DrugBank.d150.s1.e3|effect
DDI-DrugBank.d150.s2|DDI-DrugBank.d150.s2.e0|DDI-DrugBank.d150.s2.e1|effect
DDI-DrugBank.d150.s3|DDI-DrugBank.d150.s3.e0|DDI-DrugBank.d150.s3.e1|effect
DDI-DrugBank.d298.s0|DDI-DrugBank.d298.s0.e0|DDI-DrugBank.d298.s0.e1|effect
DDI-DrugBank.d298.s0|DDI-DrugBank.d298.s0.e0|DDI-DrugBank.d298.s0.e2|effect
DDI-DrugBank.d492.s1|DDI-DrugBank.d492.s1.e0|DDI-DrugBank.d492.s1.e1|effect
DDI-DrugBank.d492.s1|DDI-DrugBank.d492.s1.e0|DDI-DrugBank.d492.s1.e2|effect
DDI-DrugBank.d492.s1|DDI-DrugBank.d492.s1.e0|DDI-DrugBank.d492.s1.e3|effect
DDI-DrugBank.d492.s1|DDI-DrugBank.d492.s1.e0|DDI-DrugBank.d492.s1.e4|effect
DDI-DrugBank.d492.s1|DDI-DrugBank.d492.s1.e0|DDI-DrugBank.d492.s1.e5|effect
DDI-DrugBank.d492.s1|DDI-DrugBank.d492.s1.e0|DDI-DrugBank.d492.s1.e6|effect
DDI-DrugBank.d305.s7|DDI-DrugBank.d305.s7.e0|DDI-DrugBank.d305.s7.e1|effect
DDI-DrugBank.d409.s2|DDI-DrugBank.d409.s2.e1|DDI-DrugBank.d409.s2.e2|effect
DDI-DrugBank.d314.s0|DDI-DrugBank.d314.s0.e1|DDI-DrugBank.d314.s0.e2|effect
DDI-DrugBank.d314.s8|DDI-DrugBank.d314.s8.e1|DDI-DrugBank.d314.s8.e2|effect
DDI-DrugBank.d314.s10|DDI-DrugBank.d314.s10.e1|DDI-DrugBank.d314.s10.e2|effect
DDI-DrugBank.d314.s16|DDI-DrugBank.d314.s16.e1|DDI-DrugBank.d314.s16.e2|effect
DDI-DrugBank.d314.s16|DDI-DrugBank.d314.s16.e1|DDI-DrugBank.d314.s16.e3|effect
DDI-DrugBank.d314.s17|DDI-DrugBank.d314.s17.e2|DDI-DrugBank.d314.s17.e3|effect
DDI-DrugBank.d314.s26|DDI-DrugBank.d314.s26.e0|DDI-DrugBank.d314.s26.e1|effect
DDI-DrugBank.d314.s31|DDI-DrugBank.d314.s31.e0|DDI-DrugBank.d314.s31.e1|effect
DDI-DrugBank.d62.s0|DDI-DrugBank.d62.s0.e7|DDI-DrugBank.d62.s0.e8|effect
DDI-DrugBank.d236.s7|DDI-DrugBank.d236.s7.e2|DDI-DrugBank.d236.s7.e3|effect
DDI-DrugBank.d236.s7|DDI-DrugBank.d236.s7.e2|DDI-DrugBank.d236.s7.e4|effect
DDI-DrugBank.d236.s14|DDI-DrugBank.d236.s14.e1|DDI-DrugBank.d236.s14.e2|effect
DDI-DrugBank.d236.s15|DDI-DrugBank.d236.s15.e1|DDI-DrugBank.d236.s15.e2|effect
DDI-DrugBank.d236.s17|DDI-DrugBank.d236.s17.e1|DDI-DrugBank.d236.s17.e2|effect
DDI-DrugBank.d236.s19|DDI-DrugBank.d236.s19.e1|DDI-DrugBank.d236.s19.e2|effect
DDI-DrugBank.d236.s23|DDI-DrugBank.d236.s23.e1|DDI-DrugBank.d236.s23.e2|effect
DDI-DrugBank.d236.s25|DDI-DrugBank.d236.s25.e1|DDI-DrugBank.d236.s25.e2|effect
DDI-DrugBank.d249.s4|DDI-DrugBank.d249.s4.e0|DDI-DrugBank.d249.s4.e1|effect
DDI-DrugBank.d249.s4|DDI-DrugBank.d249.s4.e0|DDI-DrugBank.d249.s4.e2|effect
DDI-DrugBank.d249.s4|DDI-DrugBank.d249.s4.e0|DDI-DrugBank.d249.s4.e3|effect
DDI-DrugBank.d249.s13|DDI-DrugBank.d249.s13.e0|DDI-DrugBank.d249.s13.e1|effect
DDI-DrugBank.d249.s13|DDI-DrugBank.d249.s13.e0|DDI-DrugBank.d249.s13.e2|effect
DDI-DrugBank.d543.s4|DDI-DrugBank.d543.s4.e0|DDI-DrugBank.d543.s4.e1|effect
DDI-DrugBank.d543.s6|DDI-DrugBank.d543.s6.e0|DDI-DrugBank.d543.s6.e1|effect
DDI-DrugBank.d543.s7|DDI-DrugBank.d543.s7.e0|DDI-DrugBank.d543.s7.e1|effect
DDI-DrugBank.d132.s9|DDI-DrugBank.d132.s9.e1|DDI-DrugBank.d132.s9.e2|effect
DDI-DrugBank.d410.s3|DDI-DrugBank.d410.s3.e4|DDI-DrugBank.d410.s3.e5|effect
DDI-DrugBank.d410.s4|DDI-DrugBank.d410.s4.e1|DDI-DrugBank.d410.s4.e2|effect
DDI-DrugBank.d565.s22|DDI-DrugBank.d565.s22.e0|DDI-DrugBank.d565.s22.e1|effect
DDI-DrugBank.d96.s0|DDI-DrugBank.d96.s0.e0|DDI-DrugBank.d96.s0.e1|effect
DDI-DrugBank.d96.s0|DDI-DrugBank.d96.s0.e0|DDI-DrugBank.d96.s0.e2|effect
DDI-DrugBank.d2.s0|DDI-DrugBank.d2.s0.e0|DDI-DrugBank.d2.s0.e1|effect
DDI-DrugBank.d120.s2|DDI-DrugBank.d120.s2.e1|DDI-DrugBank.d120.s2.e2|effect
DDI-DrugBank.d120.s2|DDI-DrugBank.d120.s2.e1|DDI-DrugBank.d120.s2.e3|effect
DDI-DrugBank.d538.s1|DDI-DrugBank.d538.s1.e1|DDI-DrugBank.d538.s1.e2|effect
DDI-DrugBank.d538.s1|DDI-DrugBank.d538.s1.e1|DDI-DrugBank.d538.s1.e3|effect
DDI-DrugBank.d505.s4|DDI-DrugBank.d505.s4.e1|DDI-DrugBank.d505.s4.e2|effect
DDI-DrugBank.d274.s0|DDI-DrugBank.d274.s0.e0|DDI-DrugBank.d274.s0.e1|effect
DDI-DrugBank.d332.s1|DDI-DrugBank.d332.s1.e1|DDI-DrugBank.d332.s1.e2|effect
DDI-DrugBank.d127.s2|DDI-DrugBank.d127.s2.e0|DDI-DrugBank.d127.s2.e1|effect
DDI-DrugBank.d500.s6|DDI-DrugBank.d500.s6.e0|DDI-DrugBank.d500.s6.e1|effect
DDI-DrugBank.d387.s1|DDI-DrugBank.d387.s1.e0|DDI-DrugBank.d387.s1.e1|effect
DDI-DrugBank.d387.s1|DDI-DrugBank.d387.s1.e0|DDI-DrugBank.d387.s1.e2|effect
DDI-DrugBank.d387.s2|DDI-DrugBank.d387.s2.e0|DDI-DrugBank.d387.s2.e1|effect
DDI-DrugBank.d129.s2|DDI-DrugBank.d129.s2.e1|DDI-DrugBank.d129.s2.e2|effect
DDI-DrugBank.d129.s3|DDI-DrugBank.d129.s3.e0|DDI-DrugBank.d129.s3.e1|effect
DDI-DrugBank.d190.s4|DDI-DrugBank.d190.s4.e0|DDI-DrugBank.d190.s4.e1|effect
DDI-DrugBank.d548.s10|DDI-DrugBank.d548.s10.e1|DDI-DrugBank.d548.s10.e2|effect
DDI-DrugBank.d548.s10|DDI-DrugBank.d548.s10.e1|DDI-DrugBank.d548.s10.e3|effect
DDI-DrugBank.d548.s13|DDI-DrugBank.d548.s13.e0|DDI-DrugBank.d548.s13.e1|effect
DDI-DrugBank.d548.s13|DDI-DrugBank.d548.s13.e0|DDI-DrugBank.d548.s13.e2|effect
DDI-DrugBank.d548.s13|DDI-DrugBank.d548.s13.e0|DDI-DrugBank.d548.s13.e3|effect
DDI-DrugBank.d548.s13|DDI-DrugBank.d548.s13.e0|DDI-DrugBank.d548.s13.e4|effect
DDI-DrugBank.d548.s13|DDI-DrugBank.d548.s13.e0|DDI-DrugBank.d548.s13.e5|effect
DDI-DrugBank.d247.s8|DDI-DrugBank.d247.s8.e0|DDI-DrugBank.d247.s8.e1|effect
DDI-DrugBank.d247.s9|DDI-DrugBank.d247.s9.e0|DDI-DrugBank.d247.s9.e1|effect
DDI-DrugBank.d59.s0|DDI-DrugBank.d59.s0.e0|DDI-DrugBank.d59.s0.e1|effect
DDI-DrugBank.d59.s0|DDI-DrugBank.d59.s0.e0|DDI-DrugBank.d59.s0.e2|effect
DDI-DrugBank.d568.s12|DDI-DrugBank.d568.s12.e0|DDI-DrugBank.d568.s12.e1|effect
DDI-DrugBank.d568.s12|DDI-DrugBank.d568.s12.e0|DDI-DrugBank.d568.s12.e2|effect
DDI-DrugBank.d568.s12|DDI-DrugBank.d568.s12.e0|DDI-DrugBank.d568.s12.e3|effect
