***NAMEDLABELSIDS***	_	p	i	e	r	v	n	k	,	6	1	y	a	s	o	l	d	w	j	t	h	b	x	c	u	.	2	9	m	f	g	5	3	0	-	'	`	q	8	z	&	7	4	%	$	;	:	/	{	}	*	(	)	?	@	£	>	<	]
1st:i	0.00000000000000000000 -3.11373585462570190430 -2.18202769756317138672 -1.74243307113647460938 -3.41564500331878662109 -3.14440459012985229492 -2.18130004405975341797 -2.82993692159652709961 -2.53033828735351562500 -4.99685227870941162109 -5.05284082889556884766 -3.33651232719421386719 -2.25261569023132324219 -1.72224307060241699219 -3.47913414239883422852 -1.81760394573211669922 -2.31164860725402832031 -2.99221122264862060547 -4.35750997066497802734 -1.85498976707458496094 -2.25274157524108886719 -3.57484458386898040771 -4.56194323301315307617 -2.54193520545959472656 -2.48210787773132324219 -2.95492053031921386719 -4.48375618457794189453 -4.48418068885803222656 -2.19399619102478027344 -2.60040664672851562500 -2.54428315162658691406 -4.48574036359786987305 -4.49248212575912475586 -4.46816617250442504883 -3.03135353326797485352 -3.19932800531387329102 -4.48769330978393554688 -4.33300977945327758789 -4.48468387126922607422 -4.24085885286331176758 -4.39261364936828613281 -4.48347431421279907227 -4.48350948095321655273 -4.50316745042800903320 -4.50035691261291503906 -4.45067685842514038086 -4.19222658872604370117 -4.47912186384201049805 -4.48011815547943115234 -4.46691584587097167969 -4.47936183214187622070 -4.44289994239807128906 -4.34525543451309204102 -4.43498027324676513672 -4.47769004106521606445 -4.47747462987899780273 -4.47700351476669311523 -4.47662878036499023438 -4.47627621889114379883
2nd:e	0.00000000000000000000 -1.06456482410430908203 -1.90770334005355834961 -1.15636825561523437500 1.37788867950439453125 -0.26558339595794677734 1.53504753112792968750 -2.18864838592708110809 -0.89011454582214355469 -3.87810087203979492188 -3.96505022048950195312 -1.69884717464447021484 -0.23023653030395507812 1.07295012474060058594 -2.27827412635087966919 0.36186814308166503906 1.69280767440795898438 -0.84560739994049072266 -3.07619577646255493164 0.06588006019592285156 -2.02165377140045166016 -1.71609517931938171387 -0.21414017677307128906 0.36533832550048828125 -2.74039185047149658203 -0.85943508148193359375 -3.21281480789184570312 -3.22110497951507568359 0.10884737968444824219 -0.47557055950164794922 -0.78509128093719482422 -3.21674466133117675781 -3.19575297832489013672 -3.28682291507720947266 -0.98038649559020996094 -1.62702333927154541016 -3.21579241752624511719 -1.24597138166427612305 -3.18173652887344360352 -2.84407573938369750977 -3.17999434471130371094 -3.18657451868057250977 -3.18528640270233154297 -3.12455397844314575195 -3.21791517734527587891 -2.92018449306488037109 -2.70081686973571777344 -3.15771412849426269531 -3.16047585010528564453 -3.15992343425750732422 -3.15594685077667236328 -3.17018443346023559570 -2.94587236642837524414 -3.05631786584854125977 -3.15382385253906250000 -3.15609592199325561523 -3.15319120883941650391 -3.15263921022415161133 -3.15218561887741088867
bigr:ie	0.00000000000000000000 1.88492095470428466797 1.92493063211441040039 1.27327620983123779297 3.57286548614501953125 3.99817240238189697266 2.30382384359836578369 2.15685474872589111328 2.18042585253715515137 2.46340587735176086426 2.46411777473986148834 2.19173374772071838379 1.24707341194152832031 3.67485058307647705078 2.43544916063547134399 3.00438666343688964844 2.03833332657814025879 4.25097835063934326172 2.46881635859608650208 2.77893456816673278809 2.35919073224067687988 2.50788042042404413223 2.37319727987051010132 2.13477206230163574219 2.48652665223926305771 2.43043608963489532471 2.47558554075658321381 2.47568640112876892090 1.90166717767715454102 3.69980871677398681641 2.41804303973913192749 2.47577851079404354095 2.47575337067246437073 2.47606161236763000488 2.57139075547456741333 2.48999936226755380630 2.47604617103934288025 2.45379263535141944885 2.47576511837542057037 2.47295117750763893127 2.47540426626801490784 2.47582176886498928070 2.47583530098199844360 2.47571403719484806061 2.47610950283706188202 2.47455122880637645721 2.47195001132786273956 2.47577374801039695740 2.47583504579961299896 2.47579514235258102417 2.47584582120180130005 2.47577288188040256500 2.47428115829825401306 2.47525627724826335907 2.47589243017137050629 2.47591567039489746094 2.47591863945126533508 2.47592997550964355469 2.47594176977872848511
1st:e	0.00000000000000000000 -1.95377290248870849609 -2.21676301956176757812 -2.16656196117401123047 -2.13255536556243896484 -2.38426268100738525391 -2.49506950378417968750 -3.17906683683395385742 -2.01544761657714843750 -5.03936672210693359375 -4.49811023473739624023 -3.26402938365936279297 -2.42427623271942138672 -1.60480570793151855469 -2.59370625019073486328 -2.24701237678527832031 -2.12395763397216796875 -2.88453054428100585938 -3.87488543987274169922 -1.11077237129211425781 -3.39461791515350341797 -2.78187239170074462891 -4.62222790718078613281 -2.28451919555664062500 -2.23272621631622314453 -2.30786824226379394531 -4.48231828212738037109 -4.61636066436767578125 -2.54419970512390136719 -2.59666764736175537109 -2.62924277782440185547 -4.44920748472213745117 -4.46348285675048828125 -4.55357885360717773438 -2.84691053628921508789 -2.35822057723999023438 -4.27280050516128540039 -4.11369180679321289062 -4.64881134033203125000 -4.08694601058959960938 -4.47514510154724121094 -4.56169968843460083008 -4.47344958782196044922 -5.00550258159637451172 -4.40539264678955078125 -4.26379948854446411133 -3.99657675623893737793 -4.60282248258590698242 -4.57067173719406127930 -4.58215737342834472656 -4.62811744213104248047 -4.39771634340286254883 -4.41809237003326416016 -4.48784679174423217773 -4.62643724679946899414 -4.63737797737121582031 -4.62581610679626464844 -4.62539291381835937500 -4.62466049194335937500
2nd:r	0.00000000000000000000 0.76737886667251586914 3.82704818248748779297 4.48048627376556396484 1.23509597778320312500 0.72767415642738342285 1.27860289812088012695 0.98975455760955810547 0.84185880422592163086 -0.76197266578674316406 -0.84407961368560791016 2.82144582271575927734 3.83714807033538818359 1.85092163085937500000 4.02485597133636474609 1.02891570329666137695 1.56344401836395263672 0.30075293034315109253 -0.50485920906066894531 1.52094852924346923828 -0.18451720476150512695 0.84652197360992431641 -0.34229069948196411133 1.71666729450225830078 2.15776073932647705078 2.20016705989837646484 -0.32514142990112304688 -0.31232756376266479492 1.91967368125915527344 0.20851868391036987305 1.64111435413360595703 -0.31587910652160644531 -0.31884115934371948242 -0.33341002464294433594 1.05912303924560546875 0.61017280817031860352 -0.33549231290817260742 -0.34488797187805175781 -0.29708129167556762695 -0.29294615983963012695 -0.29501211643218994141 -0.30363637208938598633 -0.30576062202453613281 -0.26324725151062011719 -0.35253882408142089844 -0.16802948713302612305 -0.06848138570785522461 -0.27083170413970947266 -0.28433811664581298828 -0.28313773870468139648 -0.28144472837448120117 -0.28896927833557128906 -0.20998609066009521484 -0.21048998832702636719 -0.28021675348281860352 -0.28433251380920410156 -0.27964901924133300781 -0.27931416034698486328 -0.27904814481735229492
bigr:er	0.00000000000000000000 -3.38915795087814331055 -3.30727875232696533203 -3.36297327280044555664 -2.45942498743534088135 -0.81181216239929199219 -0.58338510990142822266 -3.80776143074035644531 -0.87008345127105712891 -2.77017453312873840332 -2.80492816865444183350 -2.38805782794952392578 -2.83869332075119018555 -0.91181552410125732422 -5.17339897155761718750 -2.47719239443540573120 -2.68673007935285568237 -1.99289101362228393555 -2.75397895276546478271 -2.57196790166199207306 -2.19465389847755432129 -2.59954328462481498718 -2.69320942461490631104 -2.17282709479331970215 -3.87037003040313720703 -2.43739786744117736816 -2.69811379164457321167 -2.69378664344549179077 -1.97684508562088012695 -1.82490438222885131836 -2.40520718693733215332 -2.69838358461856842041 -2.69839074462652206421 -2.69368796050548553467 -1.94652420282363891602 -2.32589542865753173828 -2.70378191769123077393 -2.66538547724485397339 -2.69212327897548675537 -2.69449499994516372681 -2.69691328704357147217 -2.69415695220232009888 -2.69700114428997039795 -2.68341267853975296021 -2.69811752438545227051 -2.56275630742311477661 -2.52005270123481750488 -2.66411148756742477417 -2.69348771870136260986 -2.69313857704401016235 -2.69191833585500717163 -2.69890139251947402954 -2.67090600728988647461 -2.62549527734518051147 -2.69166570901870727539 -2.69123202562332153320 -2.69153797626495361328 -2.69147720932960510254 -2.69142266362905502319
1st:r	0.00000000000000000000 -2.27980268001556396484 -1.11512851715087890625 -1.13160264492034912109 -3.67647629976272583008 -2.65670478343963623047 -2.43986558914184570312 -3.46182093024253845215 -1.58220291137695312500 -3.97812110185623168945 -3.65100508928298950195 -2.09732091426849365234 -1.27384459972381591797 -1.35379016399383544922 -1.70191168785095214844 -2.22785526514053344727 -1.91401290893554687500 -2.73596757650375366211 -2.72971889376640319824 -2.01224899291992187500 -2.20780605077743530273 -2.20044130086898803711 -3.79871332645416259766 -1.86233186721801757812 -2.17180031538009643555 -1.55435955524444580078 -3.70263737440109252930 -3.66814565658569335938 -1.55772411823272705078 -2.28067952394485473633 -1.88133919239044189453 -3.80674636363983154297 -3.77623307704925537109 -3.72666794061660766602 -2.70184025168418884277 -2.02272737026214599609 -3.80760949850082397461 -2.87067569792270660400 -3.78625833988189697266 -3.21093592047691345215 -3.68760228157043457031 -3.81961661577224731445 -3.77859634160995483398 -4.03808355331420898438 -3.23246921598911285400 -3.67568755149841308594 -3.43917593359947204590 -3.79069292545318603516 -3.78800499439239501953 -3.80027633905410766602 -3.79335725307464599609 -3.75957280397415161133 -3.71905571222305297852 -3.68518608808517456055 -3.80508679151535034180 -3.78565400838851928711 -3.79211169481277465820 -3.80444151163101196289 -3.80407124757766723633
bigr:rr	0.00000000000000000000 0.38170506060123443604 1.54720550775527954102 1.45933073759078979492 0.47060510143637657166 0.42546309530735015869 0.37380754947662353516 0.45778174698352813721 0.31665733456611633301 0.49558539874851703644 0.49442384205758571625 2.48566311597824096680 0.72252351045608520508 0.13307428359985351562 0.80389586091041564941 0.45523340627551078796 0.39312063902616500854 0.48949129693210124969 0.49654677230864763260 0.39713653177022933960 0.50799058470875024796 0.48078219778835773468 0.50220302212983369827 0.41490452736616134644 0.59569897502660751343 0.33463299274444580078 0.50192088540643453598 0.50188629236072301865 0.36221379041671752930 0.49079994298517704010 0.41993460804224014282 0.50217193923890590668 0.50210600346326828003 0.50211500283330678940 0.48935403116047382355 0.48631857894361019135 0.50226888526231050491 0.49956321436911821365 0.50214716419577598572 0.50092212762683629990 0.50199999939650297165 0.50222780648618936539 0.50217104889452457428 0.50249318964779376984 0.50085286702960729599 0.50180304888635873795 0.50115769356489181519 0.50218563713133335114 0.50220564939081668854 0.50223024003207683563 0.50222412310540676117 0.50216674990952014923 0.50199254602193832397 0.50194396916776895523 0.50226396694779396057 0.50224284175783395767 0.50225401204079389572 0.50227885786443948746 0.50228379480540752411
bigr:re	0.00000000000000000000 1.59639731049537658691 -0.13353131711483001709 0.76098921895027160645 -1.87365016341209411621 0.49599716067314147949 -0.54736754298210144043 -0.65002012252807617188 -0.29122243029996752739 -0.46152839064598083496 -0.47529259324073791504 -1.48781058192253112793 0.63199302554130554199 0.06339389085769653320 -0.20486240833997726440 -0.43586403131484985352 -0.80168023705482482910 -0.47759020328521728516 0.01110678911209106445 -0.21579819172620773315 0.57939252257347106934 -0.30219294968992471695 -0.55552804470062255859 0.18477728962898254395 -0.28921755729243159294 -0.38183740526437759399 -0.39245977252721786499 -0.39245735853910446167 -0.86913564801216125488 0.26443949341773986816 -0.01056805253028869629 -0.38858353346586227417 -0.39023157209157943726 -0.38818465173244476318 -0.43979096412658691406 -0.28373371670022606850 -0.38734035938978195190 0.80062142014503479004 -0.38927996903657913208 -0.36293060332536697388 -0.39180695265531539917 -0.38819488883018493652 -0.38913588970899581909 -0.38448776304721832275 -0.40910939872264862061 -0.32650822773575782776 -0.38484919071197509766 -0.38898244500160217285 -0.38876987993717193604 -0.38843271881341934204 -0.38860278576612472534 -0.38925431668758392334 -0.36723753064870834351 -0.37947904318571090698 -0.38811735808849334717 -0.38846331834793090820 -0.38830470293760299683 -0.38796796649694442749 -0.38791883736848831177
bigr:e_	0.00000000000000000000 1.92568433284759521484 2.80308967828750610352 3.03703618049621582031 2.51374915242195129395 2.04024812579154968262 2.82958966493606567383 2.22137046605348587036 1.59058803319931030273 2.26004955545067787170 2.93126207590103149414 2.83706104755401611328 2.60321575403213500977 2.13318168371915817261 3.30057477951049804688 2.55008491873741149902 2.09205007553100585938 2.47130188345909118652 3.02929365634918212891 1.27407538890838623047 2.75788503885269165039 2.27797861769795417786 2.13032967597246170044 2.46774029731750488281 2.90309149026870727539 1.87983462214469909668 2.25875149667263031006 2.12520500272512435913 2.24995230510830879211 2.38899926841259002686 2.37791962921619415283 2.32120929658412933350 2.30883321911096572876 2.18409581109881401062 2.16599228233098983765 1.94425958395004272461 2.49704903364181518555 2.67271864414215087891 2.08452841639518737793 2.11961861699819564819 2.22222863510251045227 2.18402850627899169922 2.28817922621965408325 1.66598361730575561523 2.35478106886148452759 2.09018830955028533936 2.07865326106548309326 2.10096342861652374268 2.16750112175941467285 2.15375977009534835815 2.10240520536899566650 2.37255868315696716309 2.09583210945129394531 2.09805010259151458740 2.10177566111087799072 2.08797465264797210693 2.10162378847599029541 2.10169287025928497314 2.10210378468036651611
2nd:v	0.00000000000000000000 -0.41162124276161193848 4.63844195008277893066 5.18910828232765197754 0.03753536939620971680 -0.06355896592140197754 -0.22199061512947082520 -0.18915644288063049316 -0.13871243596076965332 0.11951650679111480713 0.09311638772487640381 1.10555031895637512207 3.82979813218116760254 -0.37671563029289245605 3.40463700890541076660 -0.09691673517227172852 0.01462015509605407715 0.10634602606296539307 0.20011232793331146240 -0.14156055450439453125 0.07776643335819244385 0.17106878757476806641 0.20450524240732192993 0.14036858081817626953 0.08428774774074554443 1.15145990252494812012 0.21204870939254760742 0.21100706607103347778 0.09166888892650604248 0.11246071755886077881 0.09547340869903564453 0.21085820347070693970 0.21422898769378662109 0.19294733554124832153 0.25637657940387725830 0.22377341240644454956 0.20400419831275939941 0.20860619843006134033 0.21871737390756607056 0.21552618592977523804 0.22115785628557205200 0.21719564497470855713 0.21716728061437606812 0.22684748470783233643 0.21527601033449172974 0.22090728580951690674 0.24894268810749053955 0.21611385047435760498 0.22405888885259628296 0.22431633621454238892 0.22451499104499816895 0.22314929962158203125 0.23538437485694885254 0.22387120127677917480 0.22488278895616531372 0.22436663508415222168 0.22503852099180221558 0.22511588037014007568 0.22521254420280456543
